Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2015 Inflation-adjusted dollars)
1500000US132859611001,132859611001,"Block Group 1, Census Tract 9611, Troup County, Georgia",47383,15996
1500000US132859611002,132859611002,"Block Group 2, Census Tract 9611, Troup County, Georgia",56768,5193
1500000US132879702001,132879702001,"Block Group 1, Census Tract 9702, Turner County, Georgia",33750,31996
1500000US132879702002,132879702002,"Block Group 2, Census Tract 9702, Turner County, Georgia",41776,24461
1500000US132879702003,132879702003,"Block Group 3, Census Tract 9702, Turner County, Georgia",23914,13806
1500000US132879702004,132879702004,"Block Group 4, Census Tract 9702, Turner County, Georgia",20152,9083
1500000US132879702005,132879702005,"Block Group 5, Census Tract 9702, Turner County, Georgia",25469,20735
1500000US132879703001,132879703001,"Block Group 1, Census Tract 9703, Turner County, Georgia",31984,6899
1500000US132879703002,132879703002,"Block Group 2, Census Tract 9703, Turner County, Georgia",75489,48887
1500000US132879703003,132879703003,"Block Group 3, Census Tract 9703, Turner County, Georgia",46667,24366
1500000US132879703004,132879703004,"Block Group 4, Census Tract 9703, Turner County, Georgia",40457,8767
1500000US132890601001,132890601001,"Block Group 1, Census Tract 601, Twiggs County, Georgia",31429,29784
1500000US132890601002,132890601002,"Block Group 2, Census Tract 601, Twiggs County, Georgia",27361,11289
1500000US132890601003,132890601003,"Block Group 3, Census Tract 601, Twiggs County, Georgia",31053,12182
1500000US132890601004,132890601004,"Block Group 4, Census Tract 601, Twiggs County, Georgia",34573,10157
1500000US132890602001,132890602001,"Block Group 1, Census Tract 602, Twiggs County, Georgia",23000,7955
1500000US132890602002,132890602002,"Block Group 2, Census Tract 602, Twiggs County, Georgia",30962,11553
1500000US132890602003,132890602003,"Block Group 3, Census Tract 602, Twiggs County, Georgia",31154,10969
1500000US132890602004,132890602004,"Block Group 4, Census Tract 602, Twiggs County, Georgia",19196,8999
1500000US132910001011,132910001011,"Block Group 1, Census Tract 1.01, Union County, Georgia",35104,8535
1500000US132910001021,132910001021,"Block Group 1, Census Tract 1.02, Union County, Georgia",45647,20604
1500000US132910001022,132910001022,"Block Group 2, Census Tract 1.02, Union County, Georgia",41349,14508
1500000US132910001023,132910001023,"Block Group 3, Census Tract 1.02, Union County, Georgia",40486,26851
1500000US132910002011,132910002011,"Block Group 1, Census Tract 2.01, Union County, Georgia",58750,15428
1500000US132910002012,132910002012,"Block Group 2, Census Tract 2.01, Union County, Georgia",36658,16871
1500000US132910002031,132910002031,"Block Group 1, Census Tract 2.03, Union County, Georgia",41831,20753
1500000US132910002032,132910002032,"Block Group 2, Census Tract 2.03, Union County, Georgia",44464,24676
1500000US132910002042,132910002042,"Block Group 2, Census Tract 2.04, Union County, Georgia",46720,20234
1500000US132910002051,132910002051,"Block Group 1, Census Tract 2.05, Union County, Georgia",34514,30041
1500000US132910002052,132910002052,"Block Group 2, Census Tract 2.05, Union County, Georgia",29899,28492
1500000US132910002053,132910002053,"Block Group 3, Census Tract 2.05, Union County, Georgia",26535,11641
1500000US132910002054,132910002054,"Block Group 4, Census Tract 2.05, Union County, Georgia",56319,13118
1500000US132930101001,132930101001,"Block Group 1, Census Tract 101, Upson County, Georgia",47614,3927
1500000US132930101002,132930101002,"Block Group 2, Census Tract 101, Upson County, Georgia",48929,7633
1500000US132930102011,132930102011,"Block Group 1, Census Tract 102.01, Upson County, Georgia",29827,5662
1500000US132930102012,132930102012,"Block Group 2, Census Tract 102.01, Upson County, Georgia",27757,5618
1500000US132930102013,132930102013,"Block Group 3, Census Tract 102.01, Upson County, Georgia",30893,7331
1500000US132930102021,132930102021,"Block Group 1, Census Tract 102.02, Upson County, Georgia",49722,18387
1500000US132930102022,132930102022,"Block Group 2, Census Tract 102.02, Upson County, Georgia",35642,16234
1500000US132930103001,132930103001,"Block Group 1, Census Tract 103, Upson County, Georgia",44500,6513
1500000US132930103002,132930103002,"Block Group 2, Census Tract 103, Upson County, Georgia",39129,12023
1500000US132930104001,132930104001,"Block Group 1, Census Tract 104, Upson County, Georgia",35046,27140
1500000US132930104002,132930104002,"Block Group 2, Census Tract 104, Upson County, Georgia",68527,21507
1500000US132930104003,132930104003,"Block Group 3, Census Tract 104, Upson County, Georgia",21725,2511
1500000US132930104004,132930104004,"Block Group 4, Census Tract 104, Upson County, Georgia",75000,24123
1500000US132930104005,132930104005,"Block Group 5, Census Tract 104, Upson County, Georgia",28665,14600
1500000US132930104006,132930104006,"Block Group 6, Census Tract 104, Upson County, Georgia",46295,10435
1500000US132930105001,132930105001,"Block Group 1, Census Tract 105, Upson County, Georgia",21034,12775
1500000US132930105002,132930105002,"Block Group 2, Census Tract 105, Upson County, Georgia",34208,8804
1500000US132930105004,132930105004,"Block Group 4, Census Tract 105, Upson County, Georgia",21552,12838
1500000US132930105005,132930105005,"Block Group 5, Census Tract 105, Upson County, Georgia",29063,9898
1500000US132930106001,132930106001,"Block Group 1, Census Tract 106, Upson County, Georgia",34338,22200
1500000US132950201001,132950201001,"Block Group 1, Census Tract 201, Walker County, Georgia",31778,13573
1500000US132950201002,132950201002,"Block Group 2, Census Tract 201, Walker County, Georgia",23516,11654
1500000US132950201003,132950201003,"Block Group 3, Census Tract 201, Walker County, Georgia",42174,14335
1500000US132950201004,132950201004,"Block Group 4, Census Tract 201, Walker County, Georgia",23854,8460
1500000US132950201005,132950201005,"Block Group 5, Census Tract 201, Walker County, Georgia",21250,20897
1500000US132950201006,132950201006,"Block Group 6, Census Tract 201, Walker County, Georgia",35900,17213
1500000US132950202001,132950202001,"Block Group 1, Census Tract 202, Walker County, Georgia",40089,17150
1500000US132950202002,132950202002,"Block Group 2, Census Tract 202, Walker County, Georgia",24038,16239
1500000US132950203011,132950203011,"Block Group 1, Census Tract 203.01, Walker County, Georgia",37727,22549
1500000US132950203012,132950203012,"Block Group 2, Census Tract 203.01, Walker County, Georgia",27841,13572
1500000US132950203013,132950203013,"Block Group 3, Census Tract 203.01, Walker County, Georgia",43750,23960
1500000US132950203014,132950203014,"Block Group 4, Census Tract 203.01, Walker County, Georgia",50900,4093
1500000US132950203021,132950203021,"Block Group 1, Census Tract 203.02, Walker County, Georgia",65156,34796
1500000US132950203022,132950203022,"Block Group 2, Census Tract 203.02, Walker County, Georgia",33542,17969
1500000US132950203023,132950203023,"Block Group 3, Census Tract 203.02, Walker County, Georgia",32879,16233
1500000US132950203024,132950203024,"Block Group 4, Census Tract 203.02, Walker County, Georgia",39559,6863
1500000US132950203025,132950203025,"Block Group 5, Census Tract 203.02, Walker County, Georgia",44435,12555
1500000US132950204001,132950204001,"Block Group 1, Census Tract 204, Walker County, Georgia",105733,12196
1500000US132950204002,132950204002,"Block Group 2, Census Tract 204, Walker County, Georgia",100625,10544
1500000US132950204003,132950204003,"Block Group 3, Census Tract 204, Walker County, Georgia",50000,14798
1500000US132950205011,132950205011,"Block Group 1, Census Tract 205.01, Walker County, Georgia",48997,3114
1500000US132950205012,132950205012,"Block Group 2, Census Tract 205.01, Walker County, Georgia",44742,2472
1500000US132950205013,132950205013,"Block Group 3, Census Tract 205.01, Walker County, Georgia",37513,11109
1500000US132950205021,132950205021,"Block Group 1, Census Tract 205.02, Walker County, Georgia",51574,11883
1500000US132950205022,132950205022,"Block Group 2, Census Tract 205.02, Walker County, Georgia",53125,16568
1500000US132950205023,132950205023,"Block Group 3, Census Tract 205.02, Walker County, Georgia",34368,4527
1500000US132950206011,132950206011,"Block Group 1, Census Tract 206.01, Walker County, Georgia",58849,11352
1500000US132950206012,132950206012,"Block Group 2, Census Tract 206.01, Walker County, Georgia",42500,15304
1500000US132950206013,132950206013,"Block Group 3, Census Tract 206.01, Walker County, Georgia",73000,30475
1500000US132950206021,132950206021,"Block Group 1, Census Tract 206.02, Walker County, Georgia",50658,8382
1500000US132950206022,132950206022,"Block Group 2, Census Tract 206.02, Walker County, Georgia",50982,8758
1500000US132950207001,132950207001,"Block Group 1, Census Tract 207, Walker County, Georgia",37803,9974
1500000US132950207002,132950207002,"Block Group 2, Census Tract 207, Walker County, Georgia",25273,14931
1500000US132950207003,132950207003,"Block Group 3, Census Tract 207, Walker County, Georgia",17148,16267
1500000US132950207005,132950207005,"Block Group 5, Census Tract 207, Walker County, Georgia",27958,9975
1500000US132950207006,132950207006,"Block Group 6, Census Tract 207, Walker County, Georgia",58698,25736
1500000US132950208001,132950208001,"Block Group 1, Census Tract 208, Walker County, Georgia",46170,6887
1500000US132950208002,132950208002,"Block Group 2, Census Tract 208, Walker County, Georgia",45781,19574
1500000US132950208003,132950208003,"Block Group 3, Census Tract 208, Walker County, Georgia",37386,11183
1500000US132950209011,132950209011,"Block Group 1, Census Tract 209.01, Walker County, Georgia",43750,11504
1500000US132950209012,132950209012,"Block Group 2, Census Tract 209.01, Walker County, Georgia",44286,11602
1500000US132950209013,132950209013,"Block Group 3, Census Tract 209.01, Walker County, Georgia",52734,30439
1500000US132950209014,132950209014,"Block Group 4, Census Tract 209.01, Walker County, Georgia",40300,11774
1500000US132950209021,132950209021,"Block Group 1, Census Tract 209.02, Walker County, Georgia",47708,14554
1500000US132950209022,132950209022,"Block Group 2, Census Tract 209.02, Walker County, Georgia",44271,23614
1500000US132971101001,132971101001,"Block Group 1, Census Tract 1101, Walton County, Georgia",59233,17327
1500000US132971101002,132971101002,"Block Group 2, Census Tract 1101, Walton County, Georgia",35673,13508
1500000US132971101003,132971101003,"Block Group 3, Census Tract 1101, Walton County, Georgia",85625,15387
1500000US132971102001,132971102001,"Block Group 1, Census Tract 1102, Walton County, Georgia",35357,24126
1500000US132971102002,132971102002,"Block Group 2, Census Tract 1102, Walton County, Georgia",57853,9115
1500000US132971103001,132971103001,"Block Group 1, Census Tract 1103, Walton County, Georgia",40859,25077
1500000US132971103002,132971103002,"Block Group 2, Census Tract 1103, Walton County, Georgia",34525,6224
1500000US132971103003,132971103003,"Block Group 3, Census Tract 1103, Walton County, Georgia",31012,7087
1500000US132971104001,132971104001,"Block Group 1, Census Tract 1104, Walton County, Georgia",51972,7639
1500000US132971104002,132971104002,"Block Group 2, Census Tract 1104, Walton County, Georgia",22599,6943
1500000US132971104003,132971104003,"Block Group 3, Census Tract 1104, Walton County, Georgia",30061,12400
1500000US132971105031,132971105031,"Block Group 1, Census Tract 1105.03, Walton County, Georgia",46812,8752
1500000US132971105041,132971105041,"Block Group 1, Census Tract 1105.04, Walton County, Georgia",61322,9075
1500000US132971105042,132971105042,"Block Group 2, Census Tract 1105.04, Walton County, Georgia",34695,11957
1500000US132971105051,132971105051,"Block Group 1, Census Tract 1105.05, Walton County, Georgia",64944,6929
1500000US132971105061,132971105061,"Block Group 1, Census Tract 1105.06, Walton County, Georgia",68526,7419
1500000US132971105062,132971105062,"Block Group 2, Census Tract 1105.06, Walton County, Georgia",59142,16598
1500000US132971105063,132971105063,"Block Group 3, Census Tract 1105.06, Walton County, Georgia",82315,30355
1500000US132971105071,132971105071,"Block Group 1, Census Tract 1105.07, Walton County, Georgia",51875,21650
1500000US132971105072,132971105072,"Block Group 2, Census Tract 1105.07, Walton County, Georgia",71167,9425
1500000US132971105073,132971105073,"Block Group 3, Census Tract 1105.07, Walton County, Georgia",66678,10180
1500000US132971105081,132971105081,"Block Group 1, Census Tract 1105.08, Walton County, Georgia",80408,10628
1500000US132971105082,132971105082,"Block Group 2, Census Tract 1105.08, Walton County, Georgia",69492,16772
1500000US132971105083,132971105083,"Block Group 3, Census Tract 1105.08, Walton County, Georgia",45795,30302
1500000US132971106011,132971106011,"Block Group 1, Census Tract 1106.01, Walton County, Georgia",69917,10229
1500000US132971106012,132971106012,"Block Group 2, Census Tract 1106.01, Walton County, Georgia",65865,11049
1500000US132971106021,132971106021,"Block Group 1, Census Tract 1106.02, Walton County, Georgia",49535,9529
1500000US132971106022,132971106022,"Block Group 2, Census Tract 1106.02, Walton County, Georgia",105867,15938
1500000US132971106031,132971106031,"Block Group 1, Census Tract 1106.03, Walton County, Georgia",46339,13810
1500000US132971106032,132971106032,"Block Group 2, Census Tract 1106.03, Walton County, Georgia",54013,12392
1500000US132971107001,132971107001,"Block Group 1, Census Tract 1107, Walton County, Georgia",52188,27783
1500000US132971107002,132971107002,"Block Group 2, Census Tract 1107, Walton County, Georgia",67143,18302
1500000US132971107003,132971107003,"Block Group 3, Census Tract 1107, Walton County, Georgia",36384,5041
1500000US132971107004,132971107004,"Block Group 4, Census Tract 1107, Walton County, Georgia",48077,14415
1500000US132971108001,132971108001,"Block Group 1, Census Tract 1108, Walton County, Georgia",45429,5451
1500000US132971108002,132971108002,"Block Group 2, Census Tract 1108, Walton County, Georgia",36250,20498
1500000US132971108003,132971108003,"Block Group 3, Census Tract 1108, Walton County, Georgia",68750,33591
1500000US132971108004,132971108004,"Block Group 4, Census Tract 1108, Walton County, Georgia",44866,11788
