Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
1500000US131210007001,131210007001,"Block Group 1, Census Tract 7, Fulton County, Georgia",2086,195,219,84,1767,174,18,22,9,18,9,17,22,20,42,43,21,27,21,27
1500000US131210007002,131210007002,"Block Group 2, Census Tract 7, Fulton County, Georgia",848,126,536,100,231,78,0,13,24,24,0,13,0,13,57,42,10,17,47,39
1500000US131210010011,131210010011,"Block Group 1, Census Tract 10.01, Fulton County, Georgia",1716,566,831,301,207,93,4,8,629,272,0,13,8,16,37,28,0,13,37,28
1500000US131210010012,131210010012,"Block Group 2, Census Tract 10.01, Fulton County, Georgia",961,112,720,125,44,29,13,14,126,65,0,13,6,8,52,44,0,13,52,44
1500000US131210010021,131210010021,"Block Group 1, Census Tract 10.02, Fulton County, Georgia",7230,537,3815,403,1365,223,40,36,1610,213,0,18,51,35,349,90,15,21,334,86
1500000US131210011001,131210011001,"Block Group 1, Census Tract 11, Fulton County, Georgia",1021,201,860,199,0,13,0,13,86,68,0,13,8,17,67,78,0,13,67,78
1500000US131210011002,131210011002,"Block Group 2, Census Tract 11, Fulton County, Georgia",918,181,631,179,157,115,0,13,79,74,33,45,0,13,18,28,0,13,18,28
1500000US131210011003,131210011003,"Block Group 3, Census Tract 11, Fulton County, Georgia",2306,321,1541,293,372,237,11,19,149,114,0,13,91,89,142,23,0,13,142,23
1500000US131210012011,131210012011,"Block Group 1, Census Tract 12.01, Fulton County, Georgia",1780,287,1685,279,0,13,0,13,25,30,0,13,0,13,70,77,0,13,70,77
1500000US131210012012,131210012012,"Block Group 2, Census Tract 12.01, Fulton County, Georgia",2123,466,1348,320,474,340,0,13,130,108,0,13,80,111,91,139,0,13,91,139
1500000US131210012021,131210012021,"Block Group 1, Census Tract 12.02, Fulton County, Georgia",2456,406,1928,351,79,67,78,85,235,133,0,13,61,67,75,83,0,13,75,83
1500000US131210012022,131210012022,"Block Group 2, Census Tract 12.02, Fulton County, Georgia",1442,337,447,136,609,303,0,13,386,196,0,13,0,13,0,13,0,13,0,13
1500000US131210013001,131210013001,"Block Group 1, Census Tract 13, Fulton County, Georgia",2299,442,1138,263,776,431,0,13,236,237,0,13,70,76,79,71,0,13,79,71
1500000US131210013002,131210013002,"Block Group 2, Census Tract 13, Fulton County, Georgia",1062,283,973,272,14,26,0,13,75,65,0,13,0,13,0,13,0,13,0,13
1500000US131210013003,131210013003,"Block Group 3, Census Tract 13, Fulton County, Georgia",1168,245,848,222,233,91,0,13,58,74,0,13,29,36,0,13,0,13,0,13
1500000US131210014001,131210014001,"Block Group 1, Census Tract 14, Fulton County, Georgia",1411,217,1158,202,115,80,0,13,64,54,0,13,8,13,66,71,0,13,66,71
1500000US131210014002,131210014002,"Block Group 2, Census Tract 14, Fulton County, Georgia",826,220,753,203,67,108,0,13,6,9,0,13,0,13,0,13,0,13,0,13
1500000US131210015001,131210015001,"Block Group 1, Census Tract 15, Fulton County, Georgia",1384,374,1074,268,278,200,0,13,32,37,0,13,0,13,0,13,0,13,0,13
1500000US131210015002,131210015002,"Block Group 2, Census Tract 15, Fulton County, Georgia",1308,378,1288,378,0,13,0,13,20,31,0,13,0,13,0,13,0,13,0,13
1500000US131210015003,131210015003,"Block Group 3, Census Tract 15, Fulton County, Georgia",774,213,641,181,49,77,0,13,0,13,0,13,35,55,49,75,0,13,49,75
1500000US131210015004,131210015004,"Block Group 4, Census Tract 15, Fulton County, Georgia",900,270,577,217,210,99,4,7,75,85,0,13,0,13,34,46,4,7,30,46
1500000US131210016001,131210016001,"Block Group 1, Census Tract 16, Fulton County, Georgia",2090,267,1581,244,434,231,0,13,24,26,0,13,0,13,51,45,0,13,51,45
1500000US131210017001,131210017001,"Block Group 1, Census Tract 17, Fulton County, Georgia",2620,428,1177,231,1146,352,0,13,180,183,0,13,39,38,78,85,9,14,69,84
1500000US131210017002,131210017002,"Block Group 2, Census Tract 17, Fulton County, Georgia",1111,249,217,110,871,236,0,13,23,38,0,13,0,13,0,13,0,13,0,13
1500000US131210018001,131210018001,"Block Group 1, Census Tract 18, Fulton County, Georgia",2684,479,1179,258,1308,425,16,27,166,171,0,13,15,24,0,13,0,13,0,13
1500000US131210018002,131210018002,"Block Group 2, Census Tract 18, Fulton County, Georgia",763,305,66,80,675,303,0,13,11,18,0,13,11,17,0,13,0,13,0,13
1500000US131210018003,131210018003,"Block Group 3, Census Tract 18, Fulton County, Georgia",1082,268,668,217,289,187,0,13,113,81,0,13,12,19,0,13,0,13,0,13
1500000US131210019001,131210019001,"Block Group 1, Census Tract 19, Fulton County, Georgia",2837,256,1622,224,449,152,9,17,603,190,11,22,26,32,117,55,18,18,99,52
1500000US131210019002,131210019002,"Block Group 2, Census Tract 19, Fulton County, Georgia",2140,405,1093,262,898,280,0,13,92,67,0,13,8,12,49,34,0,13,49,34
1500000US131210021001,131210021001,"Block Group 1, Census Tract 21, Fulton County, Georgia",2785,505,779,162,1860,452,8,16,134,93,0,13,0,13,4,6,0,13,4,6
1500000US131210023001,131210023001,"Block Group 1, Census Tract 23, Fulton County, Georgia",335,163,0,13,335,163,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US131210023002,131210023002,"Block Group 2, Census Tract 23, Fulton County, Georgia",462,192,0,13,462,192,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US131210023003,131210023003,"Block Group 3, Census Tract 23, Fulton County, Georgia",447,142,62,73,358,108,0,13,12,17,0,13,0,13,15,29,0,13,15,29
1500000US131210024001,131210024001,"Block Group 1, Census Tract 24, Fulton County, Georgia",1432,371,4,6,1396,374,0,13,27,39,0,13,0,13,5,7,5,7,0,13
1500000US131210024002,131210024002,"Block Group 2, Census Tract 24, Fulton County, Georgia",1072,247,24,42,1018,253,12,22,4,6,0,13,0,13,14,24,0,13,14,24
1500000US131210025001,131210025001,"Block Group 1, Census Tract 25, Fulton County, Georgia",1596,272,37,29,1539,264,0,13,0,13,0,13,0,13,20,21,0,13,20,21
1500000US131210025002,131210025002,"Block Group 2, Census Tract 25, Fulton County, Georgia",609,212,53,47,537,213,0,13,13,13,0,13,0,13,6,11,0,13,6,11
1500000US131210026001,131210026001,"Block Group 1, Census Tract 26, Fulton County, Georgia",1229,179,163,125,921,241,0,13,12,24,0,13,126,66,7,15,0,13,7,15
1500000US131210028001,131210028001,"Block Group 1, Census Tract 28, Fulton County, Georgia",4148,370,1525,205,2032,316,11,22,363,133,0,13,27,27,190,95,19,28,171,81
1500000US131210028002,131210028002,"Block Group 2, Census Tract 28, Fulton County, Georgia",506,252,11,19,479,248,0,13,0,13,0,13,0,13,16,25,0,13,16,25
1500000US131210029001,131210029001,"Block Group 1, Census Tract 29, Fulton County, Georgia",2578,310,1468,232,912,235,0,13,161,118,0,13,0,13,37,31,0,13,37,31
1500000US131210030001,131210030001,"Block Group 1, Census Tract 30, Fulton County, Georgia",1472,214,1128,198,161,91,0,13,109,91,0,13,0,13,74,55,0,13,74,55
1500000US131210030002,131210030002,"Block Group 2, Census Tract 30, Fulton County, Georgia",1605,296,1308,281,152,105,17,27,56,56,0,13,7,14,65,71,8,17,57,68
1500000US131210031001,131210031001,"Block Group 1, Census Tract 31, Fulton County, Georgia",971,160,551,123,371,139,0,13,25,32,0,13,10,17,14,16,4,6,10,15
1500000US131210031002,131210031002,"Block Group 2, Census Tract 31, Fulton County, Georgia",916,203,452,172,425,149,0,13,18,26,0,13,5,7,16,25,5,8,11,17
1500000US131210032001,131210032001,"Block Group 1, Census Tract 32, Fulton County, Georgia",2150,196,1398,190,521,173,0,13,66,48,0,13,0,13,165,106,40,44,125,93
1500000US131210035001,131210035001,"Block Group 1, Census Tract 35, Fulton County, Georgia",671,166,264,82,367,160,0,13,14,15,0,13,0,13,26,26,0,13,26,26
1500000US131210035002,131210035002,"Block Group 2, Census Tract 35, Fulton County, Georgia",1436,313,452,107,879,201,9,15,10,17,0,13,25,45,61,85,0,13,61,85
1500000US131210036001,131210036001,"Block Group 1, Census Tract 36, Fulton County, Georgia",1453,292,225,152,1114,190,0,13,39,39,0,13,11,20,64,50,0,13,64,50
1500000US131210037001,131210037001,"Block Group 1, Census Tract 37, Fulton County, Georgia",54,41,0,13,54,41,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US131210038001,131210038001,"Block Group 1, Census Tract 38, Fulton County, Georgia",3872,412,835,158,2621,473,37,31,229,92,0,13,20,33,130,61,13,22,117,56
1500000US131210039001,131210039001,"Block Group 1, Census Tract 39, Fulton County, Georgia",1172,296,14,17,1158,295,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US131210039002,131210039002,"Block Group 2, Census Tract 39, Fulton County, Georgia",768,331,8,12,760,331,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US131210040001,131210040001,"Block Group 1, Census Tract 40, Fulton County, Georgia",1148,303,8,14,1140,303,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US131210040002,131210040002,"Block Group 2, Census Tract 40, Fulton County, Georgia",635,222,8,11,612,220,0,13,6,9,0,13,0,13,9,12,0,13,9,12
1500000US131210040003,131210040003,"Block Group 3, Census Tract 40, Fulton County, Georgia",625,197,0,13,619,196,0,13,6,9,0,13,0,13,0,13,0,13,0,13
1500000US131210041001,131210041001,"Block Group 1, Census Tract 41, Fulton County, Georgia",503,262,4,6,498,263,0,13,0,13,0,13,0,13,1,2,0,13,1,2
1500000US131210041002,131210041002,"Block Group 2, Census Tract 41, Fulton County, Georgia",904,408,50,50,826,417,0,13,0,13,0,13,0,13,28,30,0,13,28,30
1500000US131210041003,131210041003,"Block Group 3, Census Tract 41, Fulton County, Georgia",499,167,45,48,412,159,0,13,0,13,0,13,6,9,36,37,13,19,23,31
1500000US131210042001,131210042001,"Block Group 1, Census Tract 42, Fulton County, Georgia",414,99,8,13,406,100,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US131210042002,131210042002,"Block Group 2, Census Tract 42, Fulton County, Georgia",1813,299,201,150,1584,256,0,13,13,21,0,13,0,13,15,23,8,13,7,10
1500000US131210043001,131210043001,"Block Group 1, Census Tract 43, Fulton County, Georgia",1593,190,401,103,1006,201,0,13,136,71,0,13,0,13,50,39,0,13,50,39
1500000US131210043002,131210043002,"Block Group 2, Census Tract 43, Fulton County, Georgia",1181,180,97,39,1027,186,0,13,10,16,0,13,20,25,27,26,0,13,27,26
1500000US131210044001,131210044001,"Block Group 1, Census Tract 44, Fulton County, Georgia",2509,474,48,72,2444,469,0,13,17,29,0,13,0,13,0,13,0,13,0,13
1500000US131210048001,131210048001,"Block Group 1, Census Tract 48, Fulton County, Georgia",1048,154,215,117,686,135,0,13,88,112,0,13,0,13,59,37,19,22,40,28
1500000US131210049001,131210049001,"Block Group 1, Census Tract 49, Fulton County, Georgia",1494,332,212,95,1217,344,0,13,28,40,0,13,8,13,29,42,0,13,29,42
1500000US131210049002,131210049002,"Block Group 2, Census Tract 49, Fulton County, Georgia",1397,215,1146,208,86,54,9,17,54,49,0,13,25,38,77,77,0,13,77,77
1500000US131210050001,131210050001,"Block Group 1, Census Tract 50, Fulton County, Georgia",2065,178,1539,199,459,214,0,13,38,25,0,13,0,13,29,23,0,13,29,23
1500000US131210052001,131210052001,"Block Group 1, Census Tract 52, Fulton County, Georgia",931,228,701,263,197,115,0,13,25,30,0,13,0,13,8,16,0,13,8,16
1500000US131210052002,131210052002,"Block Group 2, Census Tract 52, Fulton County, Georgia",1262,286,699,229,457,234,0,13,9,16,0,13,97,127,0,13,0,13,0,13
1500000US131210052003,131210052003,"Block Group 3, Census Tract 52, Fulton County, Georgia",2988,453,1994,440,688,299,0,13,158,105,0,13,127,136,21,35,0,13,21,35
1500000US131210053001,131210053001,"Block Group 1, Census Tract 53, Fulton County, Georgia",1730,245,975,208,685,261,0,13,10,16,0,13,0,13,60,51,0,13,60,51
1500000US131210053002,131210053002,"Block Group 2, Census Tract 53, Fulton County, Georgia",1285,331,788,170,484,351,0,13,0,13,0,13,0,13,13,19,0,13,13,19
1500000US131210053003,131210053003,"Block Group 3, Census Tract 53, Fulton County, Georgia",688,198,511,146,167,150,0,13,0,13,0,13,10,16,0,13,0,13,0,13
1500000US131210055011,131210055011,"Block Group 1, Census Tract 55.01, Fulton County, Georgia",1050,260,174,91,856,261,0,13,16,20,0,13,0,13,4,7,0,13,4,7
1500000US131210055012,131210055012,"Block Group 2, Census Tract 55.01, Fulton County, Georgia",1483,289,254,108,1190,267,0,13,39,26,0,13,0,13,0,13,0,13,0,13
1500000US131210055021,131210055021,"Block Group 1, Census Tract 55.02, Fulton County, Georgia",2422,337,122,89,2290,349,10,17,0,13,0,13,0,13,0,13,0,13,0,13
1500000US131210057001,131210057001,"Block Group 1, Census Tract 57, Fulton County, Georgia",1655,239,64,59,1582,245,0,13,0,13,0,13,0,13,9,12,9,12,0,13
1500000US131210058001,131210058001,"Block Group 1, Census Tract 58, Fulton County, Georgia",2023,273,262,104,1722,277,0,13,23,28,3,5,0,13,13,16,0,13,13,16
1500000US131210060001,131210060001,"Block Group 1, Census Tract 60, Fulton County, Georgia",600,255,15,32,585,255,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US131210060002,131210060002,"Block Group 2, Census Tract 60, Fulton County, Georgia",1139,327,110,98,1026,355,0,13,3,5,0,13,0,13,0,13,0,13,0,13
1500000US131210060003,131210060003,"Block Group 3, Census Tract 60, Fulton County, Georgia",785,285,12,14,732,283,5,8,20,29,0,13,0,13,16,25,0,13,16,25
1500000US131210060004,131210060004,"Block Group 4, Census Tract 60, Fulton County, Georgia",736,244,27,41,697,236,0,13,12,19,0,13,0,13,0,13,0,13,0,13
1500000US131210061001,131210061001,"Block Group 1, Census Tract 61, Fulton County, Georgia",580,219,0,13,580,219,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US131210061002,131210061002,"Block Group 2, Census Tract 61, Fulton County, Georgia",1295,329,8,12,1236,310,0,13,0,13,0,13,23,36,28,44,28,44,0,13
1500000US131210061003,131210061003,"Block Group 3, Census Tract 61, Fulton County, Georgia",730,205,29,35,641,208,0,13,0,13,0,13,0,13,60,50,0,13,60,50
1500000US131210061004,131210061004,"Block Group 4, Census Tract 61, Fulton County, Georgia",1067,329,8,12,1034,323,0,13,0,13,0,13,0,13,25,41,0,13,25,41
1500000US131210062001,131210062001,"Block Group 1, Census Tract 62, Fulton County, Georgia",943,194,54,48,841,186,0,13,0,13,0,13,0,13,48,44,0,13,48,44
1500000US131210062002,131210062002,"Block Group 2, Census Tract 62, Fulton County, Georgia",532,162,44,64,473,161,15,24,0,13,0,13,0,13,0,13,0,13,0,13
1500000US131210063001,131210063001,"Block Group 1, Census Tract 63, Fulton County, Georgia",1079,232,52,70,1014,218,0,13,13,22,0,13,0,13,0,13,0,13,0,13
1500000US131210063002,131210063002,"Block Group 2, Census Tract 63, Fulton County, Georgia",571,231,18,26,553,236,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US131210064001,131210064001,"Block Group 1, Census Tract 64, Fulton County, Georgia",1175,164,261,132,624,131,58,91,0,13,0,13,183,106,49,41,24,26,25,25
1500000US131210065001,131210065001,"Block Group 1, Census Tract 65, Fulton County, Georgia",683,233,218,123,456,225,0,13,0,13,0,13,0,13,9,15,0,13,9,15
1500000US131210065002,131210065002,"Block Group 2, Census Tract 65, Fulton County, Georgia",1683,432,156,123,1437,424,0,13,0,13,0,13,0,13,90,103,0,13,90,103
1500000US131210065003,131210065003,"Block Group 3, Census Tract 65, Fulton County, Georgia",605,241,121,105,475,236,0,13,0,13,0,13,9,14,0,13,0,13,0,13
1500000US131210065004,131210065004,"Block Group 4, Census Tract 65, Fulton County, Georgia",1312,601,158,139,1029,585,8,14,29,46,0,13,11,16,77,106,12,18,65,104
1500000US131210066011,131210066011,"Block Group 1, Census Tract 66.01, Fulton County, Georgia",853,238,106,63,733,246,0,13,0,13,0,13,0,13,14,17,0,13,14,17
1500000US131210066012,131210066012,"Block Group 2, Census Tract 66.01, Fulton County, Georgia",1364,333,265,115,1068,340,19,27,5,7,0,13,7,10,0,13,0,13,0,13
1500000US131210066021,131210066021,"Block Group 1, Census Tract 66.02, Fulton County, Georgia",1369,212,0,13,1327,216,0,13,0,13,0,13,22,29,20,33,0,13,20,33
1500000US131210067001,131210067001,"Block Group 1, Census Tract 67, Fulton County, Georgia",833,438,131,114,702,414,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US131210067002,131210067002,"Block Group 2, Census Tract 67, Fulton County, Georgia",1560,419,140,106,1356,429,0,13,10,15,0,13,54,64,0,13,0,13,0,13
1500000US131210067003,131210067003,"Block Group 3, Census Tract 67, Fulton County, Georgia",1348,377,71,63,1241,385,0,13,0,13,0,13,0,13,36,40,0,13,36,40
1500000US131210068011,131210068011,"Block Group 1, Census Tract 68.01, Fulton County, Georgia",2382,298,700,154,1320,178,99,78,0,13,0,13,136,84,127,91,59,66,68,56
1500000US131210068021,131210068021,"Block Group 1, Census Tract 68.02, Fulton County, Georgia",1992,284,0,13,1949,317,0,13,0,13,0,13,43,66,0,13,0,13,0,13
1500000US131210069001,131210069001,"Block Group 1, Census Tract 69, Fulton County, Georgia",974,264,431,128,528,264,0,13,0,13,0,13,0,13,15,21,0,13,15,21
1500000US131210069002,131210069002,"Block Group 2, Census Tract 69, Fulton County, Georgia",1335,352,560,228,650,295,0,13,0,13,0,13,102,160,23,26,0,13,23,26
1500000US131210069003,131210069003,"Block Group 3, Census Tract 69, Fulton County, Georgia",1242,238,481,139,506,160,153,156,0,13,0,13,66,116,36,35,0,13,36,35
1500000US131210070011,131210070011,"Block Group 1, Census Tract 70.01, Fulton County, Georgia",2406,596,65,102,2313,594,2,4,0,13,0,13,1,2,25,39,0,13,25,39
1500000US131210070012,131210070012,"Block Group 2, Census Tract 70.01, Fulton County, Georgia",1168,444,27,31,1111,428,0,13,0,13,0,13,0,13,30,51,30,51,0,13
1500000US131210070013,131210070013,"Block Group 3, Census Tract 70.01, Fulton County, Georgia",1190,393,0,13,1190,393,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US131210070021,131210070021,"Block Group 1, Census Tract 70.02, Fulton County, Georgia",860,297,36,37,824,300,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US131210070022,131210070022,"Block Group 2, Census Tract 70.02, Fulton County, Georgia",429,241,23,35,319,199,0,13,0,13,0,13,87,132,0,13,0,13,0,13
1500000US131210070023,131210070023,"Block Group 3, Census Tract 70.02, Fulton County, Georgia",297,131,65,64,232,130,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US131210070024,131210070024,"Block Group 4, Census Tract 70.02, Fulton County, Georgia",302,214,0,13,302,214,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US131210071001,131210071001,"Block Group 1, Census Tract 71, Fulton County, Georgia",868,224,10,15,853,220,0,13,0,13,0,13,5,7,0,13,0,13,0,13
1500000US131210071002,131210071002,"Block Group 2, Census Tract 71, Fulton County, Georgia",1151,294,8,14,1143,293,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US131210072001,131210072001,"Block Group 1, Census Tract 72, Fulton County, Georgia",1687,322,9,9,1559,310,0,13,105,151,0,13,14,22,0,13,0,13,0,13
1500000US131210072002,131210072002,"Block Group 2, Census Tract 72, Fulton County, Georgia",342,144,13,21,323,144,0,13,0,13,0,13,0,13,6,9,6,9,0,13
1500000US131210073001,131210073001,"Block Group 1, Census Tract 73, Fulton County, Georgia",2642,724,101,76,2352,680,0,13,0,13,0,13,53,75,136,137,56,87,80,99
1500000US131210073002,131210073002,"Block Group 2, Census Tract 73, Fulton County, Georgia",3397,737,34,38,3363,735,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US131210073003,131210073003,"Block Group 3, Census Tract 73, Fulton County, Georgia",1913,590,4,11,1909,589,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US131210074001,131210074001,"Block Group 1, Census Tract 74, Fulton County, Georgia",1409,435,109,60,958,307,0,13,0,13,0,13,333,342,9,14,0,13,9,14
1500000US131210074002,131210074002,"Block Group 2, Census Tract 74, Fulton County, Georgia",1616,377,194,126,1351,373,0,13,0,13,0,13,65,95,6,13,0,13,6,13
1500000US131210075001,131210075001,"Block Group 1, Census Tract 75, Fulton County, Georgia",1087,279,59,41,931,261,0,13,0,13,0,13,0,13,97,109,0,13,97,109
1500000US131210075002,131210075002,"Block Group 2, Census Tract 75, Fulton County, Georgia",511,232,61,50,450,250,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US131210075003,131210075003,"Block Group 3, Census Tract 75, Fulton County, Georgia",846,164,84,84,707,164,0,13,0,13,0,13,37,57,18,29,18,29,0,13
1500000US131210075004,131210075004,"Block Group 4, Census Tract 75, Fulton County, Georgia",815,248,22,35,782,254,0,13,0,13,0,13,0,13,11,16,0,13,11,16
1500000US131210076021,131210076021,"Block Group 1, Census Tract 76.02, Fulton County, Georgia",612,172,9,13,603,174,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US131210076022,131210076022,"Block Group 2, Census Tract 76.02, Fulton County, Georgia",903,225,0,13,903,225,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US131210076023,131210076023,"Block Group 3, Census Tract 76.02, Fulton County, Georgia",1055,255,0,13,956,225,0,13,0,13,0,13,0,13,99,131,0,13,99,131
